Object	x	y
"1"	7.10308545337502	13.0744594064128
"2"	8.18484918464674	12.2605978350922
"3"	9.58784533120882	11.6857280198281
"4"	6.86962432575371	11.2503699045169
"5"	7.91974824344901	11.1378016703142
"6"	8.13242028438109	14.0480403030485
"7"	8.70795472927173	12.9399200776134
"8"	7.76030197582816	14.0086871159154
"9"	9.98447393665293	11.5786264275946
"10"	7.86121298788033	11.6491655768521
"11"	8.41765075079256	10.9726194019132
"12"	8.98175277746366	11.7494808732797
"13"	7.60730464449619	12.4718594661169
"14"	6.96033102305109	13.3589398209981
"15"	9.78222896030858	12.5641686026836
"16"	5.68893091539483	12.4559800904812
"17"	8.87860458092126	13.2309536630209
"18"	8.03580671801523	13.1471368477271
"19"	9.01282869212708	12.1065980409274
"20"	8.43226515453962	11.2166833429914
"21"	10.0908192052491	13.2411998270774
"22"	6.80007418035613	12.1388584191035
"23"	9.58963820029007	13.7106315882366
"24"	9.95465164222325	11.569359025277
"25"	8.00493777682814	10.9557704190729
"26"	5.54829361215387	12.5375795245805
"27"	8.47723730261362	11.3304140128498
"28"	7.4034418313686	12.6388056114383
"29"	8.79220327029965	10.2760101655074
"30"	8.28963671017735	10.2575699196591
"31"	8.73893860376213	12.689804173283
"32"	8.31896040109765	12.3309631771735
"33"	9.076164353812	12.8710677089481
"34"	7.71584227951175	9.98375441778656
"35"	7.22332472602024	13.2125791035104
"36"	7.40433950130822	13.2004946988219
"37"	6.27402022085397	13.0320683259354
"38"	7.09741552023631	12.7864102561772
"39"	7.44093808509953	14.1100735137793
"40"	7.75348743266648	10.5461901531867
"41"	7.61641377156856	11.4168961518694
"42"	6.04089682483287	12.4097239825503
"43"	7.15829493986439	11.1930183645858
"44"	9.90354746734764	12.0855504408545
"45"	8.62249393012074	12.7462431686397
"46"	9.99092043558031	11.3463269386689
"47"	7.69451627515855	12.657105983302
"48"	7.90915576479924	12.5499092350097
"49"	7.81583854844874	11.1932706415673
"50"	6.80123223469259	11.0026202827238
"51"	7.16171285239796	12.9758906384263
"52"	10.0663013557312	11.8305768192993
"53"	7.43775294665751	12.7221917794375
"54"	9.27571551185092	11.1555813930875
"55"	6.95242737300502	13.2772936850011
"56"	6.03412175855267	10.6568894508198
"57"	7.67702890624003	12.7653406688607
"58"	8.93586252680863	12.4642025699804
"59"	9.13922980273408	12.2679932780405
"60"	9.671618767326	12.6675226871352
"61"	6.21175779323515	12.3984672838638
"62"	10.0312425187552	11.3619289690699
"63"	7.29685566700611	11.7322870959765
"64"	8.15816476256012	12.3598795648857
"65"	8.50623479748072	10.6871339060593
"66"	7.1800048943838	11.1160303903313
"67"	6.00115300503588	14.0770947945846
"68"	7.52070740854836	9.90077436779902
"69"	8.08417990432224	10.7614940346717
"70"	7.10451338933669	12.990433089664
"71"	7.07872433449226	13.0886618631981
"72"	8.33044950346532	12.8398522541883
"73"	7.85833919106392	12.0568586386834
"74"	8.4348477615027	12.3238780511803
"75"	7.94627737398282	11.095331332409
"76"	7.09288962440651	11.3478161516299
"77"	9.30351223242227	11.7375453620391
"78"	8.77178977553986	11.0653371590943
"79"	9.05252559530764	12.8211612126342
"80"	6.58996165933629	10.3757408265401
"81"	8.99598458977775	10.9695963305197
"82"	6.30423509662098	10.738070688027
"83"	7.4666278574528	12.3921846258965
"84"	6.62773054885692	10.8685617383463
"85"	5.79208022119536	12.5441444840082
"86"	9.82212251875356	13.1766089347346
"87"	7.34660658918122	12.025228569239
"88"	7.71531878064493	12.515133169692
"89"	7.61305039635507	11.3458902399826
"90"	8.38669497464607	12.5036419908276
"91"	9.60039085153952	10.7278807776716
"92"	9.68115495576682	11.9232288463013
"93"	6.81639361177274	10.6546806243206
"94"	6.6415427464368	11.7336824397538
"95"	6.487329205279	13.0875629950195
"96"	6.7468951006308	12.7005677954152
"97"	9.9593570771456	11.5572404853596
"98"	8.00764587213277	11.2114800341121
"99"	7.15738480241037	11.1432242902256
"100"	7.39883989484765	11.2535809853766
"101"	12.7979836204014	14.7859244070109
"102"	11.4804478027816	12.2781838354005
"103"	15.3708974235722	13.9857381834948
"104"	12.7187100114046	14.1708549262122
"105"	11.5334456702989	15.8577088977066
"106"	12.8838381816224	14.7614898708744
"107"	12.3781039286817	14.2967541532831
"108"	12.1494524277998	12.5478035645495
"109"	13.0994636211307	16.1479999922536
"110"	12.7312740775657	15.0020670219797
"111"	13.5262461968145	15.0609335936989
"112"	11.9755511499603	13.8949617164931
"113"	14.2962062421465	15.200684243241
"114"	11.0658035942483	13.7694223153017
"115"	12.6386861704625	14.8734725986476
"116"	12.9514637270455	13.687173872223
"117"	13.7147741246003	16.1076649552082
"118"	11.1755188752708	13.9922624556077
"119"	11.360372224001	16.5757998389434
"120"	14.1756485703841	15.2909930201981
"121"	12.8981462083992	15.7395299078254
"122"	13.215519135042	13.7444255123116
"123"	11.7068048644744	16.4119511310359
"124"	14.4238516471638	15.7334870470556
"125"	12.5704399863141	16.2817214513354
"126"	12.9692800363133	15.8988004803927
"127"	12.4101479059293	15.5311123590513
"128"	13.3941516315435	15.7845827765611
"129"	12.1262901220086	13.8147864025113
"130"	14.7582519032112	15.3459967189483
"131"	14.073101780215	13.8271237850125
"132"	10.5456782688359	14.6629505814776
"133"	11.8806775662	13.9758094294411
"134"	12.4700522713815	16.3248007073253
"135"	10.7783415780933	15.0374715869101
"136"	11.44654320062	14.9226572574049
"137"	11.9293375165991	14.5594778194384
"138"	12.9827143946793	15.2142527752507
"139"	12.5959238924107	14.9881890617011
"140"	11.9121602090514	14.5469083355097
"141"	12.4182199640739	12.8981476487563
"142"	15.3884182545332	14.7173806986735
"143"	13.6728253528027	13.4290256996722
"144"	13.0496432204971	15.2963586095048
"145"	13.2791045100046	15.2473612741481
"146"	11.934868749195	14.8630216094074
"147"	12.602954285796	14.2856592367317
"148"	12.7815215131843	16.0654139328615
"149"	12.0255688262768	12.9796807291385
"150"	12.0419957930031	15.5060202292249
"151"	13.0015431725866	14.3877955438923
"152"	12.0948706239958	15.0262636577264
"153"	12.3226144097764	14.7468968729152
"154"	12.1804554309859	14.0212199389784
"155"	13.3434503923041	16.5816789291619
"156"	12.9836566492489	14.7309581609518
"157"	12.1963298523119	14.4944820063922
"158"	12.2149039036097	17.0772621522469
"159"	13.480436677461	15.6699255544088
"160"	12.3286805310402	15.2040845230084
"161"	13.8430131415571	14.9628468559891
"162"	12.4016415649018	15.1160069868542
"163"	12.1780045202061	14.7439882282536
"164"	10.5852654988819	14.3254037602066
"165"	11.8529586068475	15.9420270790686
"166"	11.1005631531315	15.4930364225119
"167"	14.4311742693138	15.4438170534973
"168"	12.961572292648	14.9300465915898
"169"	13.0274387465549	16.3019141954731
"170"	12.4633087270729	13.6406732879911
"171"	9.77983197234328	16.5543716669629
"172"	12.4528744841293	16.4485023892888
"173"	12.5047364715951	15.9282711079848
"174"	11.274696256729	13.6927459720331
"175"	12.7509252154286	15.2766007032197
"176"	14.1051999368724	14.2008249314942
"177"	12.4644801226155	14.6230829396242
"178"	13.5294180904441	14.3943850816111
"179"	12.0999570814478	12.5728295105285
"180"	12.567243215326	14.4869664613933
"181"	14.5358078552811	13.928112653511
"182"	13.1495188059813	15.137366095518
"183"	13.7793515301337	14.1050027212842
"184"	11.8718006627991	14.9214341782788
"185"	13.8503320233579	16.5958362839456
"186"	14.1725899763154	13.7959736132892
"187"	13.6727295574451	13.3377288356332
"188"	12.5061789365915	15.0693471454954
"189"	13.8055122198277	14.0518122441238
"190"	12.4070131677458	14.0488085957702
"191"	11.3712501836372	15.8680598582872
"192"	13.0873463852677	15.1585467196046
"193"	12.5891638815231	16.2960772841672
"194"	12.2670355747459	13.9155828452023
"195"	13.9877758792977	15.3927748974378
"196"	12.1459067389996	14.9739650899828
"197"	12.9186484249673	13.743958866235
"198"	10.4025644600822	14.0643137198766
"199"	11.1295198191099	14.8033141702058
"200"	11.8155371433765	15.1422686747392
"201"	12.1818801574934	14.5402105754648
"202"	12.1845097453999	15.617926102495
"203"	13.3843223235179	14.279577644998
"204"	10.6145786943231	14.4164880569662
"205"	13.2321793282281	15.2163245038883
"206"	13.2905446639562	16.244991240393
"207"	12.6948531639016	14.2320980156961
"208"	13.4211779927306	16.2130631290256
"209"	13.7414562075234	13.8556667434505
"210"	11.818829197888	16.4701770496722
"211"	13.0153304636986	13.4975754925192
"212"	12.0317889149389	15.1417795407916
"213"	11.9979426779653	13.4436018725255
"214"	10.5260081253578	17.176419518368
"215"	11.930554105559	15.2951848019894
"216"	12.9753305528763	15.4445275197967
"217"	13.7172176887777	16.818199055899
"218"	12.6176895678927	15.635711376142
"219"	12.5883667144133	14.9877406128908
"220"	12.2993829194841	15.8109719535917
"221"	12.001416443325	15.150069230713
"222"	13.5896675393773	15.8171302601528
"223"	13.4216307787619	15.4083539129447
"224"	12.8645535577786	15.1426115071357
"225"	12.7951481547139	14.8963609816404
"226"	13.0299484181423	15.7019326369287
"227"	13.4687898025576	16.0407341392593
"228"	14.4086057367839	15.0491298297676
"229"	14.0027934477195	16.754302674533
"230"	12.1881720559877	15.0522128181108
"231"	13.4480186861601	12.9336924890657
"232"	12.4123272378202	14.6293785504557
"233"	12.3062736879361	16.693082693569
"234"	13.2292407297313	16.1503096307128
"235"	13.5284048578133	14.8953861859523
"236"	12.1928096617416	14.48431150748
"237"	13.2657415944199	16.5236753923335
"238"	12.4785492665949	14.6741225012711
"239"	13.9925278854265	16.2508375508977
"240"	12.9476780727061	15.6513236852744
"241"	12.6749768296208	15.0921040760922
"242"	12.8872412193461	14.9361678718428
"243"	11.2111055567565	14.1639550817567
"244"	12.7315068333068	16.7287445143245
"245"	13.2201468519732	14.0329169782189
"246"	12.2485680778475	15.5663589063289
"247"	12.1810041163731	14.5493789012324
"248"	13.4834434248601	13.9021188588534
"249"	13.3282409559837	13.7453918098651
"250"	12.8827938670161	17.1566789220782
"251"	13.9556597599945	15.3402011069236
"252"	13.1664605094594	15.5370227180243
"253"	12.1299927454644	15.958403208413
"254"	14.0482512396752	16.4217798081399
"255"	14.829264019411	14.8337389528612
"256"	13.899424571424	15.7882430180038
"257"	11.5587541795195	14.3737433323694
"258"	13.3333008478971	17.0094535961016
"259"	13.2348865925046	16.4812535385395
"260"	12.6232181713378	15.1647488800211
"261"	14.0553635777436	15.7423533941042
"262"	13.9232580849315	14.2355319918974
"263"	12.1412428372304	16.4614512586786
"264"	12.0022567779696	13.6459036116143
"265"	10.6150119642326	13.7821445245784
"266"	11.360373716144	16.4385194026734
"267"	12.0432709821142	17.6890046998286
"268"	13.6733335744125	16.3901072798105
"269"	12.1798126965539	16.101924182587
"270"	12.5416732584768	14.7282947339649
"271"	12.323016822538	16.1522375123894
"272"	14.7847376168131	15.7203348190684
"273"	11.6963895223351	15.0645521082967
"274"	13.7306338999075	14.9302909317403
"275"	12.4655554209585	16.1947976473325
"276"	11.8375591356752	13.8654089629393
"277"	12.2503998193534	16.0648416624786
"278"	15.0331140730815	15.0511410008997
"279"	12.6581192957361	15.8077924314531
"280"	13.2520391758784	16.3418853991894
"281"	12.0722759909022	14.4493313178112
"282"	11.7612516746582	15.6337251892289
"283"	12.6436473613267	14.6751724250156
"284"	11.7849781208059	15.8461451865948
"285"	13.8164856663733	15.0170413878429
"286"	10.9257326901516	14.6744773712651
"287"	12.5461610809156	14.1142058610058
"288"	12.4714561816329	14.6686029648962
"289"	13.9131288008759	14.9894781072296
"290"	13.3291930066696	16.4333550933214
"291"	12.6833520769521	14.2455893570125
